Serial Output Enabled
MAX6675
Time Setpoint Input Output
86 150.00 119.25 2000.00
87 150.00 119.25 2000.00
88 150.00 122.00 2000.00
89 150.00 123.00 2000.00
90 150.00 124.50 2000.00
91 150.00 126.00 2000.00
92 150.00 127.25 2000.00
93 150.00 128.50 2000.00
94 150.00 129.25 2000.00
95 150.00 131.00 2000.00
96 150.00 132.75 2000.00
97 150.00 133.25 1921.68
98 150.00 135.00 1872.10
99 150.00 136.25 1697.47
100 150.00 137.00 1572.82
101 150.00 138.50 1498.14
102 150.00 139.75 1348.43
103 150.00 139.75 1223.68
104 150.00 141.25 1173.93
105 150.00 141.75 1074.15
106 150.00 142.75 1024.35
107 150.00 143.25 924.53
108 150.00 143.75 874.70
109 150.00 144.00 824.86
110 150.00 145.00 800.01
111 150.00 144.75 700.13
112 150.00 145.75 725.27
113 150.00 145.75 625.37
114 150.00 145.75 625.48
115 150.00 146.50 625.58
116 150.00 146.75 550.67
117 150.00 146.25 525.75
118 150.00 147.00 575.85
119 150.00 147.25 500.92
120 150.00 147.00 475.99
121 150.00 147.50 501.07
122 150.00 147.50 451.13
123 150.00 148.00 451.19
124 150.00 147.75 401.24
125 150.00 147.75 426.30
126 150.00 148.50 426.35
127 150.00 148.00 351.39
128 150.00 148.25 401.44
129 150.00 148.25 376.48
130 150.00 148.75 376.53
131 150.00 148.50 326.56
132 150.00 149.00 351.60
133 150.00 149.00 301.62
134 150.00 148.50 376.67
135 150.00 148.25 351.70
136 150.00 148.75 376.75
137 150.00 148.75 326.78
138 150.00 148.25 326.81
139 150.00 148.50 376.85
140 150.00 148.25 351.89
141 150.00 148.50 376.93
142 150.00 148.75 351.97
143 150.00 149.00 327.00
144 150.00 149.00 302.03
145 150.00 148.75 302.05
146 150.00 148.50 327.08
147 150.00 148.50 352.12
148 150.00 149.00 352.16
149 150.00 149.00 302.18
150 150.00 148.75 302.21
151 150.00 148.75 327.24
152 150.00 149.00 327.27
153 150.00 148.75 302.30
154 150.00 149.00 327.33
155 150.00 149.25 302.35
156 150.00 149.25 277.37
157 150.00 149.00 277.39
158 150.00 148.75 302.42
159 150.00 148.75 327.45
160 150.00 148.75 327.48
161 150.00 148.75 327.51
162 150.00 148.75 327.54
163 150.00 148.50 352.58
164 150.00 148.00 352.62
165 150.00 148.25 402.67
166 150.00 148.25 377.71
167 150.00 148.75 377.75
168 150.00 148.75 327.78
169 150.00 148.50 327.82
170 150.00 148.75 352.85
171 150.00 148.75 327.88
172 150.00 148.75 327.92
173 150.00 148.75 327.95
174 150.00 148.25 327.98
175 150.00 148.75 378.02
176 150.00 148.75 328.05
177 150.00 148.75 328.08
178 150.00 148.75 378.13
179 150.00 148.75 328.16
180 150.00 148.75 328.19
181 150.00 148.75 328.22
182 150.00 148.50 328.25
183 150.00 148.50 353.29
184 150.00 148.25 353.33
185 150.00 148.25 378.37
186 150.00 148.50 378.42
187 150.00 148.25 353.45
188 150.00 148.75 378.50
189 150.00 148.50 328.53
190 150.00 148.25 353.57
191 150.00 148.50 378.61
192 150.00 148.50 353.65
193 150.00 148.25 353.68
194 150.00 148.75 378.73
195 150.00 148.25 328.76
196 150.00 148.75 378.80
197 150.00 148.75 328.83
198 150.00 149.00 328.87
199 150.00 148.75 303.89
200 150.00 148.75 328.92
201 150.00 148.00 328.95
202 150.00 148.25 404.00
203 150.00 148.25 379.05
204 150.00 148.25 354.08
205 150.00 147.25 379.13

206 150.00 147.50 479.20
207 150.00 148.50 454.26
208 150.00 148.75 354.30
209 150.00 149.50 329.33
210 150.00 149.25 254.34
211 150.00 148.25 279.36
212 150.00 147.75 379.40
213 150.00 147.50 429.46
214 150.00 145.50 454.52
215 150.00 144.50 654.63
216 150.00 144.25 754.77
217 150.00 144.50 779.92
218 150.00 144.50 755.05
219 150.00 144.00 755.19
220 150.00 143.00 805.34
221 150.00 143.00 905.52
222 150.00 141.50 905.69
223 150.00 138.75 1055.90
224 150.00 139.75 1331.18
225 150.00 140.75 1231.44
226 150.00 140.25 1131.67
227 150.00 140.50 1181.92
228 150.00 142.00 1157.15
229 150.00 143.25 1007.35
230 150.00 143.25 882.52
231 150.00 144.75 732.65
232 150.00 145.50 657.77
233 150.00 146.00 607.87
234 150.00 147.25 607.97
235 150.00 147.50 483.03
236 150.00 147.75 458.10
237 150.00 148.75 433.15
238 150.00 148.50 333.18
239 150.00 149.25 358.22
240 150.00 149.00 283.24
241 150.00 149.50 308.27
242 150.00 149.50 258.28
243 150.00 149.50 258.29
244 150.00 150.00 258.30
245 154.00 149.75 1408.50
246 154.00 150.00 1483.72
247 154.00 150.25 1408.92
248 154.00 150.25 1334.10
249 154.00 151.00 1334.29
250 154.00 151.50 1109.44
251 154.00 151.75 959.57
252 154.00 152.25 884.68
253 154.00 152.00 734.77
254 158.00 152.75 2000.00
255 158.00 153.00 1785.33
256 158.00 153.75 1710.58
257 158.00 154.00 1485.79
258 158.00 154.25 1410.99
259 158.00 154.25 1336.18
260 158.00 155.25 1336.37
261 158.00 156.25 1036.50
262 158.00 156.25 736.59
263 162.00 156.25 1936.88
264 162.00 157.50 1712.13
265 162.00 158.25 1562.35
266 162.00 158.75 1337.54
267 162.00 159.25 1187.70
268 162.00 159.75 1037.84
269 162.00 160.50 887.95
270 162.00 161.50 663.03
271 162.00 161.25 363.05
272 166.00 161.50 1638.29
273 166.00 161.75 1563.52
274 166.00 162.25 1488.73
275 166.00 162.75 1338.92
276 166.00 163.25 1189.08
277 166.00 163.75 1039.22
278 166.00 164.25 889.33
279 166.00 164.00 739.42
280 166.00 165.25 814.52
281 170.00 165.50 1639.75
282 170.00 166.00 1564.98
283 170.00 166.25 1415.18
284 170.00 166.75 1340.37
285 170.00 167.00 1190.53
286 170.00 167.50 1115.68
287 170.00 168.25 965.80
288 170.00 169.00 740.89
289 170.00 169.50 515.94
290 174.00 169.75 1566.17
291 174.00 170.00 1491.38
292 174.00 170.00 1416.58
293 174.00 170.00 1416.78
294 174.00 171.50 1191.94
295 174.00 171.50 967.07
296 174.00 172.25 967.19
297 174.00 172.00 742.28
298 174.00 173.00 817.38
299 178.00 173.50 1717.63
300 178.00 173.50 1567.85
301 178.00 174.00 1493.07
302 178.00 174.75 1418.27
303 178.00 175.00 1193.43
304 178.00 175.75 1118.58
305 178.00 175.75 893.69
306 178.00 176.50 893.80
307 178.00 177.25 668.88
308 230.00 177.25 2000.00
309 230.00 178.25 2000.00
310 230.00 178.75 2000.00
311 230.00 179.25 2000.00
312 230.00 180.00 2000.00
313 230.00 180.50 2000.00
314 230.00 181.75 2000.00
315 230.00 182.00 2000.00
316 230.00 183.50 2000.00
317 230.00 184.50 2000.00
318 230.00 185.50 2000.00
319 230.00 186.25 2000.00
320 230.00 187.25 2000.00
321 230.00 187.75 2000.00
322 230.00 187.75 2000.00
323 230.00 190.00 2000.00
324 230.00 190.75 2000.00
325 230.00 192.25 2000.00
326 230.00 193.50 2000.00
327 230.00 194.25 2000.00
328 230.00 195.50 2000.00
329 230.00 196.50 2000.00
330 230.00 197.50 2000.00
331 230.00 198.50 2000.00
332 230.00 199.50 2000.00
333 230.00 200.50 2000.00
334 230.00 201.25 2000.00
335 230.00 201.25 2000.00
336 230.00 202.00 2000.00
337 230.00 203.50 2000.00
338 230.00 205.00 2000.00
339 230.00 205.50 2000.00
340 230.00 206.75 2000.00
341 230.00 207.75 2000.00
342 230.00 208.25 2000.00
343 230.00 209.50 2000.00
344 230.00 210.50 2000.00
345 230.00 211.50 2000.00
346 230.00 212.25 2000.00
347 230.00 213.00 2000.00
348 230.00 214.00 2000.00
349 230.00 214.50 2000.00
350 230.00 215.75 2000.00
351 230.00 216.50 2000.00
352 230.00 217.50 2000.00
353 230.00 218.00 2000.00
354 230.00 219.00 2000.00
355 230.00 219.25 2000.00
356 230.00 221.00 2000.00
357 230.00 221.50 2000.00
358 230.00 222.00 2000.00
359 230.00 223.00 2000.00
360 230.00 223.75 2000.00
361 230.00 224.25 2000.00
362 230.00 225.50 2000.00
363 100.00 226.00 0.00
364 100.00 226.25 0.00
365 100.00 226.25 0.00
366 100.00 226.00 0.00
367 100.00 226.00 0.00
368 100.00 225.75 0.00
369 100.00 225.50 0.00
370 100.00 224.75 0.00
371 100.00 224.50 0.00
372 100.00 224.25 0.00
373 100.00 223.75 0.00
374 100.00 223.75 0.00
375 100.00 223.00 0.00
376 100.00 223.00 0.00
377 100.00 222.00 0.00
378 100.00 221.25 0.00
379 100.00 220.75 0.00
380 100.00 220.50 0.00
381 100.00 219.25 0.00
382 100.00 219.25 0.00
383 100.00 219.00 0.00
384 100.00 218.50 0.00
385 100.00 218.00 0.00
386 100.00 217.50 0.00
387 100.00 217.00 0.00
388 100.00 216.25 0.00
389 100.00 215.50 0.00
390 100.00 215.25 0.00
391 100.00 215.25 0.00
392 100.00 214.75 0.00
393 100.00 214.25 0.00
394 100.00 213.50 0.00
395 100.00 213.25 0.00
396 100.00 213.25 0.00
397 100.00 211.75 0.00
398 100.00 211.25 0.00
399 100.00 210.25 0.00
400 100.00 195.25 0.00
401 100.00 188.75 0.00
402 100.00 184.25 0.00
403 100.00 178.75 0.00
404 100.00 179.00 0.00
405 100.00 180.50 0.00
406 100.00 183.50 0.00
407 100.00 181.75 0.00
408 100.00 175.75 0.00
409 100.00 178.50 0.00
410 100.00 178.50 0.00
411 100.00 177.00 0.00
412 100.00 178.25 0.00
413 100.00 176.00 0.00
414 100.00 176.00 0.00
415 100.00 176.00 0.00
416 100.00 176.25 0.00
417 100.00 176.50 0.00
418 100.00 175.00 0.00
419 100.00 176.50 0.00
420 100.00 176.25 0.00
421 100.00 176.50 0.00
422 100.00 168.50 0.00
423 100.00 164.00 0.00
424 100.00 156.00 0.00
425 100.00 150.75 0.00
426 100.00 148.50 0.00
427 100.00 145.75 0.00
428 100.00 149.25 0.00
429 100.00 145.75 0.00
430 100.00 146.25 0.00
431 100.00 147.00 0.00
432 100.00 147.00 0.00
433 100.00 146.25 0.00
434 100.00 145.75 0.00
435 100.00 144.75 0.00
436 100.00 146.75 0.00
437 100.00 144.75 0.00
438 100.00 141.25 0.00
439 100.00 139.25 0.00
440 100.00 139.00 0.00
441 100.00 140.50 0.00
442 100.00 143.25 0.00
443 100.00 143.00 0.00
444 100.00 142.75 0.00
445 100.00 141.25 0.00
446 100.00 139.75 0.00
447 100.00 141.75 0.00
448 100.00 141.00 0.00
449 100.00 140.25 0.00
450 100.00 139.00 0.00
451 100.00 140.75 0.00
452 100.00 140.00 0.00
453 100.00 136.25 0.00
454 100.00 133.00 0.00
455 100.00 133.75 0.00
456 100.00 127.00 0.00
457 100.00 127.75 0.00
458 100.00 127.75 0.00
459 100.00 129.25 0.00
460 100.00 127.50 0.00
461 100.00 128.25 0.00
462 100.00 129.75 0.00
463 100.00 127.75 0.00
464 100.00 128.25 0.00
465 100.00 127.75 0.00
466 100.00 130.00 0.00
467 100.00 132.25 0.00
468 100.00 133.50 0.00
469 100.00 133.00 0.00
470 100.00 130.75 0.00
471 100.00 129.00 0.00
472 100.00 128.75 0.00
473 100.00 128.75 0.00
474 100.00 126.50 0.00
475 100.00 123.75 0.00
476 100.00 121.00 0.00
477 100.00 117.50 0.00
478 100.00 116.25 0.00
479 100.00 111.25 0.00
480 100.00 110.75 0.00
481 100.00 108.25 0.00
482 100.00 110.75 0.00
483 100.00 111.00 0.00
484 100.00 110.25 0.00
485 100.00 109.00 0.00
486 100.00 108.00 0.00
487 100.00 109.75 0.00
488 100.00 110.50 0.00
489 100.00 107.50 0.00
490 100.00 106.25 0.00
491 100.00 106.00 0.00
492 100.00 108.50 0.00
493 100.00 111.00 0.00
494 100.00 112.00 0.00
495 100.00 108.75 0.00
496 100.00 106.50 0.00
497 100.00 107.50 0.00
498 100.00 102.75 0.00
499 100.00 102.75 0.00
500 100.00 102.75 0.00
501 100.00 104.75 0.00
502 100.00 106.00 0.00
503 100.00 106.00 0.00
504 100.00 102.75 0.00
505 100.00 103.75 0.00
506 100.00 105.75 0.00

507 100.00 106.50 0.00
508 100.00 107.75 0.00
509 100.00 106.75 0.00
510 100.00 106.25 0.00
511 100.00 104.50 0.00
512 100.00 105.00 0.00
513 100.00 105.50 0.00
514 100.00 106.00 0.00
515 100.00 103.75 0.00
516 100.00 101.50 0.00
517 100.00 102.75 0.00
518 100.00 101.50 0.00
519 100.00 102.75 0.00
520 100.00 103.75 0.00
521 100.00 104.75 0.00
522 100.00 104.25 0.00
523 100.00 105.50 0.00
524 100.00 104.00 0.00
525 100.00 102.00 0.00
526 100.00 101.50 0.00
527 100.00 102.75 0.00
528 100.00 103.00 0.00
529 100.00 104.00 0.00
530 100.00 105.25 0.00
531 100.00 105.25 0.00
532 100.00 103.75 0.00
533 100.00 103.75 0.00
534 100.00 101.50 0.00
535 100.00 100.75 0.00
536 100.00 98.00 0.00
